metric,sex,percentile,age,value
almi,female,90,36.088564476885644,7.776135692329259
almi,female,90,36.48029197080292,7.79225616532997
almi,female,90,36.98394160583941,7.808376638330681
almi,female,90,37.4316301703163,7.824497111331391
almi,female,90,37.87931873479319,7.836011734903328
almi,female,90,38.438929440389295,7.856738057332813
almi,female,90,38.88661800486618,7.8682526809047495
almi,female,90,39.33430656934306,7.882070229191074
almi,female,90,39.89391727493917,7.898190702191784
almi,female,90,40.341605839416054,7.9050994763349465
almi,female,90,40.789294403892946,7.912008250478108
almi,female,90,41.23698296836983,7.91891702462127
almi,female,90,41.684671532846714,7.925825798764432
almi,female,90,42.1323600973236,7.930431648193206
almi,female,90,42.58004866180048,7.930431648193206
almi,female,90,43.027737226277374,7.930431648193206
almi,female,90,43.47542579075426,7.930431648193206
almi,female,90,43.92311435523114,7.930431648193206
almi,female,90,44.37080291970803,7.923522874050044
almi,female,90,44.81849148418491,7.921219949335657
almi,female,90,45.2661800486618,7.914311175192495
almi,female,90,45.713868613138686,7.9050994763349465
almi,female,90,46.16155717761557,7.9027965516205585
almi,female,90,46.609245742092455,7.89358485276301
almi,female,90,47.056934306569346,7.884373153905461
almi,female,90,47.50462287104623,7.884373153905461
almi,female,90,47.952311435523114,7.875161455047912
almi,female,90,48.4,7.865949756190362
almi,female,90,48.84768856447688,7.863646831475975
almi,female,90,49.295377128953774,7.856738057332813
almi,female,90,49.74306569343066,7.849829283189652
almi,female,90,50.19075425790754,7.847526358475265
almi,female,90,50.63844282238443,7.845223433760877
almi,female,90,51.08613138686131,7.838314659617716
almi,female,90,51.5338199513382,7.8337088101889405
almi,female,90,51.98150851581509,7.829102960760166
almi,female,90,52.42919708029197,7.829102960760166
almi,female,90,52.876885644768855,7.829102960760166
almi,female,90,53.32457420924574,7.819891261902617
almi,female,90,53.77226277372263,7.810679563045068
almi,female,90,54.219951338199515,7.810679563045068
almi,female,90,54.6676399026764,7.810679563045068
almi,female,90,55.11532846715328,7.810679563045068
almi,female,90,55.56301703163017,7.801467864187519
almi,female,90,56.01070559610706,7.801467864187519
almi,female,90,56.45839416058394,7.794559090044357
almi,female,90,56.90608272506083,7.79225616532997
almi,female,90,57.35377128953771,7.79225616532997
almi,female,90,57.801459854014595,7.79225616532997
almi,female,90,58.24914841849149,7.79225616532997
almi,female,90,58.69683698296837,7.79225616532997
almi,female,90,59.144525547445255,7.79225616532997
almi,female,90,59.59221411192214,7.79225616532997
almi,female,90,60.039902676399024,7.79225616532997
almi,female,90,60.487591240875915,7.796862014758744
almi,female,90,60.9352798053528,7.801467864187519
almi,female,90,61.38296836982968,7.806073713616294
almi,female,90,61.83065693430657,7.810679563045068
almi,female,90,62.27834549878345,7.812982487759455
almi,female,90,62.72603406326034,7.819891261902617
almi,female,90,63.17372262773723,7.822194186617004
almi,female,90,63.62141119221411,7.829102960760166
almi,female,90,64.069099756691,7.829102960760166
almi,female,90,64.51678832116788,7.829102960760166
almi,female,90,64.96447688564477,7.8337088101889405
almi,female,90,65.41216545012165,7.838314659617716
almi,female,90,65.85985401459854,7.838314659617716
almi,female,90,66.30754257907543,7.84292050904649
almi,female,90,66.75523114355232,7.847526358475265
almi,female,90,67.20291970802919,7.847526358475265
almi,female,90,67.65060827250608,7.847526358475265
almi,female,90,68.09829683698297,7.847526358475265
almi,female,90,68.54598540145986,7.849829283189652
almi,female,90,68.99367396593675,7.856738057332813
almi,female,90,69.44136253041361,7.856738057332813
almi,female,90,69.8890510948905,7.856738057332813
almi,female,90,70.3367396593674,7.856738057332813
almi,female,90,70.78442822384429,7.856738057332813
almi,female,90,71.23211678832118,7.856738057332813
almi,female,90,71.67980535279804,7.856738057332813
almi,female,90,72.12749391727493,7.856738057332813
almi,female,90,72.57518248175182,7.856738057332813
almi,female,90,73.02287104622872,7.856738057332813
almi,female,90,73.35863746958637,7.856738057332813
almi,female,90,73.91824817518247,7.852132207904039
almi,female,90,74.36593673965936,7.852132207904039
almi,female,90,74.81362530413625,7.856738057332813
almi,female,90,75.5970802919708,7.854435132618426
almi,female,90,76.04476885644769,7.856738057332813
almi,female,90,76.49245742092458,7.856738057332813
almi,female,90,76.77226277372262,7.856738057332813
almi,female,90,77.83552311435523,7.863646831475975
almi,female,90,78.28321167883212,7.865949756190362
almi,female,90,78.73090024330901,7.865949756190362
almi,female,90,79.1785888077859,7.865949756190362
almi,female,90,79.51435523114355,7.8705556056191375
almi,female,90,80.74549878345499,7.875161455047912
almi,female,90,81.19318734793188,7.875161455047912
almi,female,90,81.64087591240875,7.877464379762299
almi,female,50,18.069099756690996,6.097303575540938
almi,female,50,18.34890510948905,6.097303575540938
almi,female,50,19.07639902676399,6.143362069828683
almi,female,50,19.524087591240875,6.157179618115007
almi,female,50,19.803892944038928,6.17099716640133
almi,female,50,20.531386861313866,6.20554103711714
almi,female,50,20.979075425790754,6.221661510117851
almi,female,50,21.426763990267638,6.242387832547337
almi,female,50,22.210218978102187,6.276931703263145
almi,female,50,22.49002433090024,6.290749251549469
almi,female,50,23.217518248175182,6.311475573978954
almi,female,50,23.497323600973235,6.318384348122116
almi,female,50,24.224817518248173,6.339110670551602
almi,female,50,24.504622871046227,6.346019444694763
almi,female,50,25.232116788321168,6.373654541267411
almi,female,50,25.51192214111922,6.38286624012496
almi,female,50,26.351338199513382,6.394380863696896
almi,female,50,26.687104622871047,6.4012896378400574
almi,female,50,27.470559610705596,6.417410110840769
almi,female,50,27.75036496350365,6.419713035555156
almi,female,50,28.477858880778587,6.431227659127092
almi,female,50,28.75766423357664,6.438136433270254
almi,female,50,29.5970802919708,6.447348132127804
almi,female,50,29.876885644768855,6.456559830985352
almi,female,50,30.716301703163015,6.463468605128514
almi,female,50,30.99610705596107,6.465771529842901
almi,female,50,31.83552311435523,6.479589078129225
almi,female,50,32.11532846715328,6.4749832287004505
almi,female,50,32.95474452554744,6.498012475844323
almi,female,50,33.29051094890511,6.498012475844323
almi,female,50,34.18588807785888,6.516435873559422
almi,female,50,34.521654501216545,6.521041722988196
almi,female,50,35.417031630170314,6.537162195988907
almi,female,50,35.75279805352798,6.539465120703294
almi,female,50,36.64817518248175,6.555585593704005
almi,female,50,37.095863746958635,6.56019144313278
almi,female,50,38.103163017031626,6.574008991419103
almi,female,50,38.55085158150852,6.57631191613349
almi,female,50,39.55815085158151,6.58552361499104
almi,female,50,40.00583941605839,6.58552361499104
almi,female,50,41.013138686131384,6.592432389134201
almi,female,50,41.404866180048664,6.591664747562739
almi,female,50,42.356204379562044,6.58552361499104
almi,female,50,42.74793187347932,6.58552361499104
almi,female,50,43.6992700729927,6.5786148408478775
almi,female,50,43.979075425790754,6.57631191613349
almi,female,50,44.81849148418491,6.567100217275941
almi,female,50,45.09829683698297,6.567100217275941
almi,female,50,45.82579075425791,6.557888518418392
almi,female,50,46.10559610705596,6.548676819560844
almi,female,50,46.8330900243309,6.548676819560844
almi,female,50,47.11289537712895,6.548676819560844
almi,female,50,47.84038929440389,6.541768045417681
almi,female,50,48.12019464720195,6.539465120703294
almi,female,50,48.959610705596106,6.532556346560132
almi,female,50,49.23941605839416,6.530253421845745
almi,female,50,49.85498783454988,6.530253421845745
almi,female,50,50.13479318734793,6.530253421845745
almi,female,50,50.974209245742095,6.530253421845745
almi,female,50,52.09343065693431,6.525647572416971
almi,female,50,53.1007299270073,6.521041722988196
almi,female,50,53.38053527980535,6.521041722988196
almi,female,50,54.219951338199515,6.518738798273809
almi,female,50,54.499756690997565,6.521041722988196
almi,female,50,55.33917274939173,6.518738798273809
almi,female,50,55.61897810218978,6.511830024130647
almi,female,50,56.45839416058394,6.518738798273809
almi,female,50,56.794160583941604,6.516435873559422
almi,female,50,57.57761557177616,6.521041722988196
almi,female,50,57.85742092457421,6.511830024130647
almi,female,50,58.69683698296837,6.518738798273809
almi,female,50,59.03260340632603,6.521041722988196
almi,female,50,59.92798053527981,6.530253421845745
almi,female,50,60.26374695863747,6.530253421845745
almi,female,50,61.15912408759124,6.539465120703294
almi,female,50,61.494890510948906,6.5440709701320685
almi,female,50,62.390267639902675,6.548676819560844
almi,female,50,62.83795620437956,6.550979744275231
almi,female,50,63.733333333333334,6.555585593704005
almi,female,50,64.01313868613138,6.557888518418392
almi,female,50,64.85255474452555,6.557888518418392
almi,female,50,65.1323600973236,6.557888518418392
almi,female,50,66.08369829683699,6.557888518418392
almi,female,50,66.41946472019464,6.557888518418392
almi,female,50,67.31484184914842,6.557888518418392
almi,female,50,67.59464720194646,6.557888518418392
almi,female,50,68.43406326034062,6.550979744275231
almi,female,50,68.71386861313869,6.548676819560844
almi,female,50,69.55328467153285,6.548676819560844
almi,female,50,69.83309002433089,6.548676819560844
almi,female,50,70.67250608272505,6.5440709701320685
almi,female,50,71.12019464720194,6.541768045417681
almi,female,50,72.12749391727493,6.541768045417681
almi,female,50,72.5192214111922,6.539465120703294
almi,female,50,73.4705596107056,6.548676819560844
almi,female,50,73.91824817518247,6.548676819560844
almi,female,50,74.19805352798053,6.548676819560844
almi,female,50,75.0374695863747,6.555585593704005
almi,female,50,75.48515815085159,6.56019144313278
almi,female,50,75.82092457420924,6.562494367847167
almi,female,50,76.71630170316303,6.57631191613349
almi,female,50,76.99610705596106,6.57631191613349
almi,female,50,77.83552311435523,6.587826539705427
almi,female,50,78.28321167883212,6.590129464419814
almi,female,50,78.61897810218977,6.594735313848589
almi,female,50,79.62627737226276,6.608552862134912
almi,female,50,80.74549878345499,6.622370410421236
almi,female,10,18.069099756690996,5.2567360547895845
almi,female,10,18.516788321167883,5.26825067836152
almi,female,10,18.964476885644768,5.279765301933457
almi,female,10,19.524087591240875,5.298188699648554
almi,female,10,19.97177615571776,5.307400398506104
almi,female,10,20.419464720194647,5.321217946792428
almi,female,10,20.86715328467153,5.32812672093559
almi,female,10,21.31484184914842,5.341944269221912
almi,female,10,21.762530413625303,5.351155968079462
almi,female,10,22.210218978102187,5.360367666937011
almi,female,10,22.657907542579075,5.371882290508948
almi,female,10,23.10559610705596,5.378791064652109
almi,female,10,23.553284671532847,5.381093989366496
almi,female,10,24.00097323600973,5.3880027635096575
almi,female,10,24.44866180048662,5.397214462367208
almi,female,10,24.896350364963503,5.397214462367208
almi,female,10,25.344038929440387,5.397214462367208
almi,female,10,25.791727493917275,5.404123236510369
almi,female,10,26.23941605839416,5.406426161224756
almi,female,10,26.687104622871047,5.406426161224756
almi,female,10,27.13479318734793,5.406426161224756
almi,female,10,27.582481751824815,5.406426161224756
almi,female,10,28.030170316301703,5.399517387081595
almi,female,10,28.477858880778587,5.397214462367208
almi,female,10,28.925547445255475,5.399517387081595
almi,female,10,29.37323600973236,5.397214462367208
almi,female,10,29.820924574209243,5.3949115376528205
almi,female,10,30.26861313868613,5.3880027635096575
almi,female,10,30.716301703163015,5.3880027635096575
almi,female,10,31.163990267639903,5.38569983879527
almi,female,10,31.611678832116787,5.378791064652109
almi,female,10,32.05936739659367,5.378791064652109
almi,female,10,32.50705596107056,5.3880027635096575
almi,female,10,32.95474452554744,5.3880027635096575
almi,female,10,33.40243309002433,5.397214462367208
almi,female,10,33.850121654501216,5.399517387081595
almi,female,10,34.2978102189781,5.411032010653532
almi,female,10,34.745498783454984,5.417940784796693
almi,female,10,35.193187347931875,5.429455408368629
almi,female,10,35.64087591240876,5.438667107226179
almi,female,10,36.088564476885644,5.452484655512501
almi,female,10,36.48029197080292,5.461696354370051
almi,female,10,36.98394160583941,5.473210977941987
almi,female,10,37.4316301703163,5.484725601513924
almi,female,10,37.87931873479319,5.493937300371472
almi,female,10,38.438929440389295,5.50545192394341
almi,female,10,38.88661800486618,5.514663622800958
almi,female,10,39.33430656934306,5.526178246372895
almi,female,10,39.89391727493917,5.535389945230444
almi,female,10,40.341605839416054,5.542298719373605
almi,female,10,40.789294403892946,5.544601644087992
almi,female,10,41.23698296836983,5.549207493516768
almi,female,10,41.684671532846714,5.553813342945542
almi,female,10,42.1323600973236,5.553813342945542
almi,female,10,42.58004866180048,5.556116267659929
almi,female,10,43.027737226277374,5.56302504180309
almi,female,10,43.47542579075426,5.56302504180309
almi,female,10,43.92311435523114,5.556116267659929
almi,female,10,44.37080291970803,5.553813342945542
almi,female,10,44.81849148418491,5.553813342945542
almi,female,10,45.2661800486618,5.553813342945542
almi,female,10,45.713868613138686,5.549207493516768
almi,female,10,46.16155717761557,5.544601644087992
almi,female,10,46.609245742092455,5.544601644087992
almi,female,10,47.056934306569346,5.544601644087992
almi,female,10,47.50462287104623,5.544601644087992
almi,female,10,47.952311435523114,5.544601644087992
almi,female,10,48.4,5.544601644087992
almi,female,10,48.84768856447688,5.544601644087992
almi,female,10,49.295377128953774,5.544601644087992
almi,female,10,49.74306569343066,5.544601644087992
almi,female,10,50.19075425790754,5.544601644087992
almi,female,10,50.63844282238443,5.544601644087992
almi,female,10,51.08613138686131,5.544601644087992
almi,female,10,51.5338199513382,5.544601644087992
almi,female,10,51.98150851581509,5.542298719373605
almi,female,10,52.42919708029197,5.535389945230444
almi,female,10,52.876885644768855,5.535389945230444
almi,female,10,53.32457420924574,5.530784095801669
almi,female,10,53.77226277372263,5.526178246372895
almi,female,10,54.219951338199515,5.526178246372895
almi,female,10,54.6676399026764,5.526178246372895
almi,female,10,55.11532846715328,5.519269472229732
almi,female,10,55.56301703163017,5.516966547515345
almi,female,10,56.01070559610706,5.514663622800958
almi,female,10,56.45839416058394,5.507754848657797
almi,female,10,56.90608272506083,5.507754848657797
almi,female,10,57.35377128953771,5.507754848657797
almi,female,10,57.801459854014595,5.507754848657797
almi,female,10,58.24914841849149,5.507754848657797
almi,female,10,58.69683698296837,5.507754848657797
almi,female,10,59.144525547445255,5.507754848657797
almi,female,10,59.59221411192214,5.507754848657797
almi,female,10,60.039902676399024,5.507754848657797
almi,female,10,60.487591240875915,5.507754848657797
almi,female,10,60.9352798053528,5.516966547515345
almi,female,10,61.38296836982968,5.516966547515345
almi,female,10,61.83065693430657,5.523875321658508
almi,female,10,62.27834549878345,5.523875321658508
almi,female,10,62.72603406326034,5.526178246372895
almi,female,10,63.17372262773723,5.526178246372895
almi,female,10,63.62141119221411,5.530784095801669
almi,female,10,64.069099756691,5.535389945230444
almi,female,10,64.51678832116788,5.535389945230444
almi,female,10,64.96447688564477,5.542298719373605
almi,female,10,65.41216545012165,5.544601644087992
almi,female,10,65.85985401459854,5.544601644087992
almi,female,10,66.30754257907543,5.544601644087992
almi,female,10,66.75523114355232,5.544601644087992
almi,female,10,67.20291970802919,5.544601644087992
almi,female,10,67.65060827250608,5.544601644087992
almi,female,10,68.09829683698297,5.544601644087992
almi,female,10,68.54598540145986,5.553813342945542
almi,female,10,68.99367396593675,5.553813342945542
almi,female,10,69.44136253041361,5.553813342945542
almi,female,10,69.8890510948905,5.553813342945542
almi,female,10,70.3367396593674,5.553813342945542
almi,female,10,70.78442822384429,5.553813342945542
almi,female,10,71.23211678832118,5.556116267659929
almi,female,10,71.67980535279804,5.56302504180309
almi,female,10,72.12749391727493,5.56302504180309
almi,female,10,72.57518248175182,5.56302504180309
almi,female,10,73.02287104622872,5.56302504180309
almi,female,10,73.35863746958637,5.572236740660641
almi,female,10,73.91824817518247,5.574539665375028
almi,female,10,74.36593673965936,5.581448439518189
almi,female,10,74.81362530413625,5.583751364232576
almi,female,10,75.70900243309003,5.595265987804513
almi,female,10,76.1566909975669,5.599871837233287
almi,female,10,76.60437956204379,5.609083536090836
almi,female,10,77.94744525547446,5.627506933805934
almi,female,10,78.39513381995133,5.636718632663484
almi,female,10,78.84282238442822,5.6390215573778715
almi,female,10,79.29051094890511,5.650536180949807
almi,female,10,79.57031630170317,5.655142030378581
almi,female,10,80.74549878345499,5.6712625033792925
almi,female,10,81.19318734793188,5.678171277522454
almi,female,10,81.64087591240875,5.685080051665617
almi,female,3,18.069099756690996,4.9366295194897525
almi,female,3,18.516788321167883,4.94814414306169
almi,female,3,18.964476885644768,4.955052917204851
almi,female,3,19.412165450121652,4.964264616062401
almi,female,3,19.85985401459854,4.9734763149199495
almi,female,3,20.307542579075424,4.9757792396343365
almi,female,3,20.75523114355231,4.989596787920661
almi,female,3,21.202919708029196,4.991899712635048
almi,female,3,21.65060827250608,4.998808486778209
almi,female,3,22.098296836982968,5.0057172609213705
almi,female,3,22.545985401459852,5.010323110350146
almi,female,3,22.99367396593674,5.010323110350146
almi,female,3,23.441362530413624,5.010323110350146
almi,female,3,23.88905109489051,5.010323110350146
almi,female,3,24.336739659367396,5.010323110350146
almi,female,3,24.78442822384428,5.010323110350146
almi,female,3,25.232116788321168,5.010323110350146
almi,female,3,25.679805352798052,5.010323110350146
almi,female,3,26.12749391727494,5.001111411492596
almi,female,3,26.575182481751824,4.991899712635048
almi,female,3,27.02287104622871,4.991899712635048
almi,female,3,27.470559610705596,4.987293863206274
almi,female,3,27.91824817518248,4.9734763149199495
almi,female,3,28.365936739659368,4.968870465491175
almi,female,3,28.813625304136252,4.955052917204851
almi,female,3,29.261313868613136,4.945841218347303
almi,female,3,29.709002433090024,4.9366295194897525
almi,female,3,30.15669099756691,4.925114895917817
almi,female,3,30.604379562043796,4.918206121774656
almi,female,3,31.05206812652068,4.911297347631493
almi,female,3,31.499756690997565,4.899782724059557
almi,female,3,31.947445255474452,4.899782724059557
almi,female,3,32.39513381995134,4.899782724059557
almi,female,3,32.842822384428224,4.899782724059557
almi,female,3,33.29051094890511,4.899782724059557
almi,female,3,33.73819951338199,4.9043885734883315
almi,female,3,34.18588807785888,4.918206121774656
almi,female,3,34.63357664233577,4.927417820632204
almi,female,3,35.08126520681265,4.941235368918528
almi,female,3,35.52895377128954,4.957355841919238
almi,female,3,35.97664233576642,4.9734763149199495
almi,female,3,36.424330900243305,4.989596787920661
almi,female,3,36.872019464720196,5.008020185635759
almi,female,3,37.31970802919708,5.024140658636469
almi,female,3,37.767396593673965,5.04026113163718
almi,female,3,38.21508515815085,5.056381604637892
almi,female,3,38.66277372262773,5.067896228209827
almi,female,3,39.110462287104625,5.084016701210539
almi,female,3,39.55815085158151,5.097834249496863
almi,female,3,40.00583941605839,5.107045948354411
almi,female,3,40.45352798053528,5.120863496640736
almi,female,3,40.90121654501216,5.127772270783897
almi,female,3,41.34890510948905,5.139286894355832
almi,female,3,41.79659367396594,5.141589819070219
almi,female,3,42.24428223844282,5.148498593213382
almi,female,3,42.691970802919705,5.155407367356544
almi,female,3,43.13965936739659,5.157710292070931
almi,female,3,43.58734793187348,5.157710292070931
almi,female,3,44.035036496350365,5.157710292070931
almi,female,3,44.48272506082725,5.157710292070931
almi,female,3,44.93041362530413,5.157710292070931
almi,female,3,45.378102189781025,5.157710292070931
almi,female,3,45.82579075425791,5.157710292070931
almi,female,3,46.27347931873479,5.157710292070931
almi,female,3,46.72116788321168,5.157710292070931
almi,female,3,47.16885644768856,5.157710292070931
almi,female,3,47.61654501216545,5.157710292070931
almi,female,3,48.06423357664234,5.157710292070931
almi,female,3,48.51192214111922,5.157710292070931
almi,female,3,48.959610705596106,5.157710292070931
almi,female,3,49.40729927007299,5.157710292070931
almi,female,3,49.85498783454988,5.157710292070931
almi,female,3,50.302676399026765,5.157710292070931
almi,female,3,50.75036496350365,5.157710292070931
almi,female,3,51.198053527980534,5.157710292070931
almi,female,3,51.64574209245742,5.157710292070931
almi,female,3,52.09343065693431,5.1508015179277695
almi,female,3,52.54111922141119,5.148498593213382
